Signals=time	schematic1.osc	schematic1.direccion	schematic1.eprom_insreg	schematic1.insreg_deco	schematic1.deco_alu	schematic1.constate_mux	schematic1.entrada_b	schematic1.entrada_alu	schematic1.wreg_alu	schematic1.ir_addmux_direct	schematic1.bus_datos	schematic1.alu_status	schematic1.bit_opera	schematic1.n05060	schematic1.n02391	schematic1.n02384	schematic1.n10878	schematic1.n20956	schematic1.n10838
Radix=ns	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex	Hex
Type	IN	IN	I/O	I/O	I/O	I/O	IN	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O	I/O
Width	1	13	14	7	5	8	8	8	8	7	8	3	3	1	1	1	1	1	1
      6530	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6540	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6550	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6560	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6570	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6580	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6590	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6600	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6610	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6620	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6630	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6640	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6650	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6660	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6670	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6680	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6690	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6700	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6710	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6720	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6730	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6740	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6750	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6760	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6770	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6780	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6790	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6800	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6810	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6820	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6830	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6840	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6850	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6860	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6870	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6880	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6890	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6900	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6910	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6920	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      6930	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6940	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      6950	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6960	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      6970	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6980	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      6990	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7000	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7010	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7020	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7030	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7040	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7050	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7060	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7070	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7080	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7090	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7100	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7110	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7120	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7130	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7140	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7150	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7160	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7170	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7180	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7190	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7200	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7210	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7220	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7230	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7240	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7250	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7260	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7270	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7280	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7290	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7300	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7310	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7320	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7330	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7340	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7350	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7360	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7370	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7380	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7390	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7400	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7410	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7420	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7430	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7440	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7450	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7460	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7470	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7480	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7490	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7500	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7510	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7520	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7530	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7540	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7550	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7560	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7570	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7580	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7590	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7600	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7610	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7620	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7630	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7640	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7650	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7660	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7670	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7680	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7690	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7700	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7710	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7720	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7730	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7740	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7750	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7760	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7770	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7780	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7790	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7800	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7810	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7820	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7830	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7840	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7850	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7860	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7870	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7880	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7890	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7900	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7910	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7920	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      7930	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7940	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      7950	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7960	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      7970	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7980	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      7990	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8000	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8010	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8020	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8030	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8040	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8050	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8060	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8070	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8080	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8090	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8100	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8110	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8120	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8130	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8140	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8150	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8160	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8170	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8180	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8190	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8200	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8210	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8220	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8230	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8240	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8250	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8260	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8270	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8280	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8290	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8300	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8310	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8320	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8330	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8340	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8350	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8360	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8370	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8380	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8390	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8400	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8410	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8420	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8430	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8440	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8450	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8460	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8470	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8480	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8490	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8500	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8510	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8520	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8530	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8540	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8550	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8560	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8570	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8580	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8590	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8600	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8610	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8620	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8630	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8640	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8650	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8660	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8670	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8680	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'1'	'0'	'0'	'1'	'0'
      8690	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8700	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'1'	'0'	'1'	'0'
      8710	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8720	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'0'	'0'	'0'	'1'	'1'	'0'
      8730	'1'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
      8740	'0'	0022	3A00	74	1B	00	0F	00	09	00	09	X	5	'1'	'0'	'0'	'0'	'1'	'0'
